City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
460,Portree,GB,57.4129,-6.1942,49.51,96,100,20.67,moderate rain
461,Bacolod,PH,10.6667,122.95,83.66,72,29,14.12,scattered clouds
462,Farah,AF,32.5,62.5,58.08,37,91,10.49,overcast clouds
463,Batagay-Alyta,RU,67.8006,130.4114,-22.5,100,100,0.47,overcast clouds
464,Toamasina,MG,-18.1667,49.3833,86.0,66,40,12.66,light rain
465,Tura,IN,25.5198,90.2201,80.58,22,2,4.74,clear sky
466,Agnibilekrou,CI,7.1344,-3.2047,74.14,90,71,3.27,broken clouds
467,Cayenne,GF,4.9333,-52.3333,71.64,100,100,0.0,mist
468,Samfya,ZM,-11.3649,29.5565,72.88,78,98,2.17,moderate rain
469,Broken Hill,AU,-31.95,141.4333,77.23,27,0,23.22,clear sky
470,Panama City,PA,8.9936,-79.5197,78.84,76,100,6.91,overcast clouds
471,Nan,TH,18.8333,100.6667,86.02,37,0,3.44,clear sky
472,Kiruna,SE,67.8557,20.2251,2.32,85,99,3.44,overcast clouds
473,Wamba,NG,8.9333,8.6,84.49,16,21,2.21,few clouds
474,Deputatskiy,RU,69.3,139.9,-16.64,97,100,4.09,overcast clouds
475,Pandan,PH,14.0453,124.1694,79.47,87,52,13.09,broken clouds
476,Clyde River,CA,70.4692,-68.5914,-28.86,94,34,4.41,scattered clouds
477,Goderich,CA,43.7501,-81.7165,27.91,63,69,19.57,broken clouds
478,Buenavista,PH,8.9769,125.4089,85.03,68,66,0.72,broken clouds
479,Ahipara,NZ,-35.1667,173.1667,69.33,95,72,7.27,broken clouds
480,Auki,SB,-8.7676,160.7034,79.14,87,100,6.06,overcast clouds
481,Maple Creek,CA,49.9168,-109.4848,-1.79,71,97,4.61,overcast clouds
482,Manokwari,ID,-0.8667,134.0833,83.48,71,28,7.96,scattered clouds
483,Port Augusta,AU,-32.5,137.7667,75.61,38,36,23.33,scattered clouds
484,Winnemucca,US,40.973,-117.7357,29.03,67,71,4.56,broken clouds
485,Togur,RU,58.3631,82.8265,12.78,89,31,5.3,scattered clouds
486,Puerto Gaitan,CO,4.3133,-72.0816,73.27,49,50,6.73,scattered clouds
487,Dekar,BW,-21.5333,21.9333,77.72,59,65,8.93,light rain
488,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.51,91,55,10.04,broken clouds
489,Bushehr,IR,28.9684,50.8385,64.49,94,100,9.22,overcast clouds
490,Padilla,CO,3.2204,-76.3139,69.37,84,59,3.71,broken clouds
491,Panaba,MX,21.2833,-88.2667,68.36,96,6,6.4,clear sky
492,Taltal,CL,-25.4,-70.4833,68.36,83,39,1.57,scattered clouds
493,Tortoli,IT,39.9256,9.6572,46.22,71,40,13.8,scattered clouds
494,Alta,NO,69.9689,23.2717,13.19,83,20,5.75,few clouds
495,Miri,MY,4.4148,114.0089,86.14,74,40,6.91,scattered clouds
496,Belmonte,BR,-15.8631,-38.8828,75.06,82,34,3.49,scattered clouds
497,Spencer,US,43.1414,-95.1444,15.84,73,0,6.91,clear sky
498,Magan,ES,39.9683,-3.931,41.31,61,0,4.72,clear sky
499,Petrykiv,UA,49.5332,25.5809,32.88,96,100,12.59,light snow
500,Cidreira,BR,-30.1811,-50.2056,74.05,91,71,2.66,broken clouds
501,Buta,CD,2.7858,24.73,87.17,48,67,2.93,broken clouds
502,Calvinia,ZA,-31.4707,19.776,74.91,40,0,2.91,clear sky
503,Hagi,JP,34.4,131.4167,47.75,65,100,8.21,overcast clouds
504,Santa Cruz,BO,-17.8,-63.1667,72.86,94,75,2.3,broken clouds
505,Aojiang,CN,22.9421,116.0359,67.6,65,67,18.14,broken clouds
506,Champerico,GT,14.3,-91.9167,76.1,72,6,4.12,clear sky
507,Muisne,EC,0.6,-80.0333,75.0,91,99,4.34,light rain
508,Cocobeach,GA,1.0002,9.5823,80.01,82,39,4.16,scattered clouds
509,Coquimbo,CL,-29.9533,-71.3436,62.33,88,0,1.14,clear sky
510,Anchorage,US,61.2181,-149.9003,28.85,94,100,0.0,light snow
511,Ust-Kuyga,RU,70.0167,135.6,-19.8,96,99,5.01,overcast clouds
512,Haines Junction,CA,60.7522,-137.5108,-0.45,85,100,0.0,overcast clouds
513,Nikolskoye,RU,59.7035,30.7861,30.09,93,100,5.39,overcast clouds
514,Japura,ID,-0.3167,102.35,89.71,54,88,5.88,overcast clouds
515,Gao,ML,16.6362,1.637,71.92,10,18,12.01,few clouds
516,Lata,PT,40.1629,-8.3327,37.08,86,0,4.34,clear sky
517,George,ZA,-33.963,22.4617,71.15,64,75,1.14,broken clouds
518,Buraydah,SA,26.326,43.975,57.65,33,0,11.92,clear sky
519,Verkhnevilyuysk,RU,63.4453,120.3167,-4.79,98,100,4.99,overcast clouds
520,Aksu,CN,41.1231,80.2644,28.17,58,45,2.24,scattered clouds
521,Cururupu,BR,-1.8283,-44.8683,72.66,98,93,0.45,overcast clouds
522,Blacksburg,US,37.2296,-80.4139,34.97,95,100,0.0,mist
523,La Rioja,ES,42.25,-2.5,22.78,66,0,3.76,clear sky
524,Abu Dhabi,AE,24.4667,54.3667,75.31,56,0,9.22,clear sky
525,Hearst,CA,49.6835,-83.6665,-12.75,97,100,4.21,overcast clouds
526,Burnie,AU,-41.0667,145.9167,54.95,86,100,11.12,light rain
527,Bagaha,IN,27.1,84.0833,74.17,42,0,5.55,clear sky
528,Nizhniy Ingash,RU,56.2,96.53,12.51,89,99,4.65,overcast clouds
529,Bilma,NE,18.6853,12.9164,61.05,23,62,8.46,broken clouds
530,Carhuamayo,PE,-10.9167,-76.0333,36.46,97,97,1.61,overcast clouds
531,Iberia,US,29.9502,-91.7507,42.87,93,100,8.05,mist
532,Whitehorse,CA,60.7161,-135.0538,11.17,79,75,18.41,light snow
533,Emerald,AU,-23.5333,148.1667,94.33,39,84,8.57,broken clouds
534,Saint-Francois,FR,46.4154,3.9054,37.67,93,100,2.3,overcast clouds
535,Oxelosund,SE,58.6706,17.1015,26.98,86,75,10.36,broken clouds
536,Bud,US,39.447,-86.1758,24.98,67,100,4.61,overcast clouds
537,Varhaug,NO,58.6147,5.6457,34.48,75,100,4.32,overcast clouds
538,Obo,CF,5.3998,26.4869,91.6,23,63,2.21,broken clouds
539,Portland,US,45.5234,-122.6762,39.97,74,40,1.99,scattered clouds
540,Chicama,PE,-7.8447,-79.1469,68.54,73,80,3.11,broken clouds
541,Mana,GF,5.6592,-53.7767,74.25,89,99,3.8,light rain
542,Mikhaylovka,RU,50.06,43.2379,30.78,97,100,8.23,light snow
543,Cascais,PT,38.6979,-9.4215,48.25,75,0,13.0,clear sky
544,Toucheng,TW,24.8592,121.8233,66.45,89,100,10.4,overcast clouds
545,Nabire,ID,-3.3667,135.4833,81.1,81,100,2.98,overcast clouds
546,Sao Felix Do Xingu,BR,-6.6447,-51.995,68.27,99,93,1.45,overcast clouds
547,Santa Isabel,BR,-23.3156,-46.2214,70.9,96,100,2.15,overcast clouds
548,Hua Hin,TH,12.5707,99.9588,84.22,61,20,5.75,haze
549,Vilhena,BR,-12.7406,-60.1458,67.23,98,62,1.36,broken clouds
550,Ler,SS,8.3018,30.1418,90.32,12,10,12.95,clear sky
551,Meulaboh,ID,4.1363,96.1285,84.78,67,99,7.27,overcast clouds
552,Fez,MA,34.0372,-4.9998,34.05,74,0,6.91,clear sky
553,Makushino,RU,55.2103,67.2442,14.83,81,78,3.53,broken clouds
554,General Pico,AR,-35.6566,-63.7568,66.67,92,100,3.22,overcast clouds
555,Kloulklubed,PW,7.0419,134.2556,82.9,78,18,20.6,few clouds
556,Richards Bay,ZA,-28.783,32.0377,74.95,86,99,2.62,overcast clouds
557,Boyolangu,ID,-8.1181,111.8935,80.2,82,100,3.11,overcast clouds
558,Ambilobe,MG,-13.2,49.05,84.6,73,92,3.51,light rain
559,Loikaw,MM,19.6742,97.2094,90.34,20,2,5.41,clear sky
560,Honningsvag,NO,70.9821,25.9704,24.55,74,100,0.0,light snow
561,Valparaiso,CL,-33.0393,-71.6273,55.04,87,0,5.75,clear sky
562,Svetlogorsk,BY,52.6333,29.7333,32.52,95,100,8.55,overcast clouds
563,Faya,SA,18.3851,42.4509,60.91,52,22,9.13,few clouds
564,Kokkola,FI,63.8385,23.1307,28.04,93,100,6.91,overcast clouds
565,Lentekhi,GE,42.7856,42.7261,36.45,95,100,5.12,overcast clouds
566,Netrakona,BD,24.8833,90.7167,83.05,21,6,4.68,clear sky
567,Touros,BR,-5.1989,-35.4608,78.01,81,85,10.29,overcast clouds
568,Aklavik,CA,68.2191,-135.0107,-29.36,99,65,7.65,broken clouds
569,Beringovskiy,RU,63.05,179.3167,21.78,96,100,12.48,snow
570,Mari-Turek,RU,56.7895,49.6235,12.27,85,80,7.7,broken clouds
571,Cozumel,MX,20.5083,-86.9458,73.47,94,0,0.0,clear sky
572,Trat,TH,12.5,102.5,86.2,35,56,6.29,broken clouds
573,Ocean City,US,39.2776,-74.5746,31.98,61,97,5.99,overcast clouds
574,Madingou,CG,-4.1536,13.55,80.38,80,37,1.66,scattered clouds
575,Sobolevo,RU,54.4299,31.8996,32.27,98,100,10.31,light snow
576,Lewistown,US,40.5992,-77.5714,24.17,89,0,0.0,clear sky
577,Tongliao,CN,43.6125,122.2653,23.52,20,0,5.39,clear sky
578,Ovsyanka,RU,55.9575,92.5519,7.77,82,18,2.08,few clouds
579,Vila Velha,BR,-20.3297,-40.2925,76.95,91,20,5.75,few clouds
580,Seguela,CI,7.9611,-6.6731,71.64,59,46,3.76,scattered clouds
581,Makakilo City,US,21.3469,-158.0858,74.95,77,0,4.61,clear sky
582,Priiskovyy,RU,51.9333,116.6333,0.18,92,100,0.85,overcast clouds
583,Vanersborg,SE,58.3807,12.3234,22.95,86,0,4.61,clear sky
584,Arman,RU,59.7,150.1667,10.02,97,98,4.85,overcast clouds
585,Moree,AU,-29.4667,149.85,90.9,19,0,11.68,clear sky
586,Nara,JP,34.6851,135.8049,43.97,38,98,9.51,overcast clouds
587,Penzance,GB,50.1186,-5.5371,49.32,93,40,12.66,scattered clouds
588,Yaqui,MX,27.3667,-110.1667,50.77,72,0,7.02,clear sky
589,Uralets,RU,57.6614,59.6497,25.09,81,31,1.61,scattered clouds
590,Grand Forks,US,47.9417,-97.4337,8.33,78,100,34.52,overcast clouds
591,Morgan City,US,29.6994,-91.2068,54.01,100,100,8.05,overcast clouds
592,Roswell,US,34.0232,-84.3616,47.98,89,100,1.01,overcast clouds
593,Tim,RU,51.6222,37.1244,26.78,89,100,10.6,light snow
594,Diffa,NE,13.3154,12.6113,73.65,24,100,16.75,overcast clouds
595,Iqaluit,CA,63.7506,-68.5145,-33.07,61,20,3.44,few clouds
596,Ucluelet,CA,48.9329,-125.5528,42.1,90,100,1.01,overcast clouds
597,Satkhira,BD,22.7167,89.1,82.8,16,78,12.03,broken clouds
598,San Miguel,SV,13.4833,-88.1833,70.52,63,10,3.33,clear sky
599,Pandamatenga,BW,-18.5278,25.627,77.27,65,98,9.4,overcast clouds
600,Fairbanks,US,64.8378,-147.7164,10.81,84,100,6.91,light snow
601,Safaga,EG,26.7292,33.9365,61.09,47,0,16.15,clear sky
602,Lakatoro,VU,-16.0999,167.4164,81.95,78,48,5.61,moderate rain
603,Khandbari,NP,27.3747,87.2039,75.97,21,0,6.58,clear sky
604,Jatibonico,CU,21.9419,-79.17,68.23,96,7,6.31,clear sky
605,Nsanje,MW,-16.92,35.262,89.24,49,92,3.13,overcast clouds
606,Tolbazy,RU,54.0241,55.8825,19.67,73,100,4.54,overcast clouds
607,Lac Du Bonnet,CA,50.2536,-96.0612,-10.3,87,100,12.44,overcast clouds
608,Shache,CN,38.4167,77.2406,27.72,56,15,5.73,few clouds
609,Floro,NO,61.5996,5.0328,30.96,93,0,9.22,clear sky
610,Hitachi,JP,36.6,140.65,39.36,49,100,15.9,overcast clouds
611,Asau,RO,46.4333,26.4,31.28,81,99,7.54,overcast clouds
612,Wenatchee,US,47.4235,-120.3103,29.05,75,0,1.01,clear sky
613,Khilok,RU,51.3674,110.4676,12.06,86,97,9.22,overcast clouds
614,Samarai,PG,-10.6167,150.6667,84.96,74,97,7.16,overcast clouds
615,Kochi,IN,9.9399,76.2602,89.58,62,100,9.62,overcast clouds
616,Rizhao,CN,35.4275,119.4553,35.55,37,100,6.96,overcast clouds
617,Los Llanos De Aridane,ES,28.6585,-17.9182,53.35,67,20,10.36,few clouds
618,Rapina,EE,58.0981,27.4636,30.0,96,100,3.2,light snow
619,High Prairie,CA,55.4334,-116.4858,-7.53,90,98,7.16,overcast clouds
620,Ukiah,US,39.1502,-123.2078,46.15,86,6,3.83,clear sky
621,Kollam,IN,8.8833,76.6,83.21,65,100,7.34,overcast clouds
622,Hoi An,VN,15.8794,108.335,73.36,89,87,7.11,overcast clouds
623,Ganzhou,CN,28.8184,115.4327,44.04,60,100,8.01,overcast clouds
624,Galveston,US,29.3669,-94.9669,43.97,92,100,3.0,overcast clouds
625,Arklow,IE,52.7931,-6.1414,51.08,85,100,15.55,overcast clouds
626,Coruripe,BR,-10.1256,-36.1756,74.91,87,8,4.88,clear sky
627,Knysna,ZA,-34.0363,23.0471,75.61,55,7,4.32,clear sky
628,Santo Antonio,BR,-6.3106,-35.4789,74.12,87,68,6.02,broken clouds
629,Talnakh,RU,69.4865,88.3972,7.57,96,100,8.93,light snow
630,Sibolga,ID,1.7427,98.7792,82.74,77,100,3.85,overcast clouds
631,Aktau,KZ,43.65,51.2,39.78,74,9,10.29,clear sky
632,Atar,MR,20.5169,-13.0499,62.78,14,81,6.46,broken clouds
633,Jiuquan,CN,39.7432,98.5174,32.68,31,67,4.65,broken clouds
634,Beyneu,KZ,45.3167,55.2,38.44,56,93,6.24,overcast clouds
635,Yerbogachen,RU,61.2767,108.0108,-1.7,94,100,8.05,overcast clouds
636,Shar,KZ,49.5886,81.0453,13.46,89,80,1.72,broken clouds
637,Olafsvik,IS,64.8945,-23.7142,33.01,97,100,27.38,light snow
638,Kruisfontein,ZA,-34.0033,24.7314,74.88,44,88,6.2,overcast clouds
639,Yaan,NG,7.3833,8.5667,83.71,55,10,3.6,clear sky
640,Bondo,CD,3.8146,23.6866,87.51,45,7,2.59,clear sky
641,Sorong,ID,-0.8833,131.25,82.92,78,98,14.34,overcast clouds
642,Rafaela,AR,-31.2503,-61.4867,69.98,52,100,5.01,light rain
643,Lubbock,US,33.6001,-101.8338,32.14,89,75,3.44,broken clouds
644,Caravelas,BR,-17.7125,-39.2481,73.02,93,49,3.69,scattered clouds
645,Micheweni,TZ,-4.9667,39.8333,83.34,68,37,5.08,scattered clouds
646,Zabid,YE,14.1951,43.3152,84.4,43,31,8.32,scattered clouds
647,Asfi,MA,32.2994,-9.2372,51.35,71,0,9.04,clear sky
648,Floriano,BR,-6.7669,-43.0225,74.16,85,100,1.05,overcast clouds
649,Ampanihy,MG,-24.7,44.75,86.23,48,33,6.64,scattered clouds
650,Jiaozhou,CN,36.2839,120.0033,37.36,29,100,2.53,overcast clouds
651,Mecca,SA,21.4267,39.8261,70.0,37,2,12.73,clear sky
652,Kutum,SD,14.2,24.6667,66.15,19,7,12.64,clear sky
653,Mitu,CO,1.1983,-70.1733,70.43,77,61,2.26,broken clouds
654,Bekessamson,HU,46.4167,20.6333,38.98,79,93,15.97,overcast clouds
655,Tigzirt,DZ,36.8886,4.1198,50.16,72,7,4.72,clear sky
656,Tual,ID,-5.6667,132.75,83.89,72,98,9.93,overcast clouds
657,Tromso,NO,69.6496,18.957,23.38,93,100,4.61,mist
658,Nizwa,OM,22.9333,57.5333,74.32,36,0,5.23,clear sky
659,Paidha,UG,2.4167,30.9855,81.1,32,14,8.16,few clouds
660,Golden,US,39.7555,-105.2211,30.49,67,0,3.44,clear sky
661,Kieta,PG,-6.2167,155.6333,80.64,83,99,5.82,moderate rain
662,Mount Gambier,AU,-37.8333,140.7667,57.11,59,14,17.07,few clouds
663,Kilindoni,TZ,-7.9139,39.6668,80.8,79,98,3.85,overcast clouds
664,Bredy,RU,52.4153,60.3411,7.7,89,16,4.99,few clouds
665,Okitipupa,NG,6.5047,4.7839,80.53,80,100,1.77,overcast clouds
666,Gold Coast,AU,-28.0,153.4333,82.99,84,40,9.22,scattered clouds
667,Polyarnyy,RU,69.1989,33.4478,26.69,72,100,11.43,overcast clouds
668,Veraval,IN,20.9,70.3667,81.61,39,16,3.4,few clouds
669,Ashland,US,40.8167,-82.2665,21.97,81,100,5.64,overcast clouds
670,Cabedelo,BR,-6.9811,-34.8339,75.87,79,57,8.52,broken clouds
671,Toktogul,KG,41.8708,72.9402,37.02,89,100,0.56,light rain
672,Mareeba,AU,-17.0,145.4333,83.12,87,100,3.58,light rain
673,Pedasi,PA,7.5333,-80.0333,77.56,75,79,22.88,broken clouds
674,Yabelo,ET,4.8833,38.0833,75.38,25,10,9.17,clear sky
675,Zyryanka,RU,65.75,150.85,-31.76,100,100,4.18,overcast clouds
676,Huanren,CN,41.2647,125.3667,20.07,47,5,2.93,clear sky
677,Aquin,HT,18.2833,-73.4,74.93,77,85,1.39,overcast clouds
678,Nakamura,JP,32.9833,132.9333,51.04,69,91,2.86,overcast clouds
679,Zhigansk,RU,66.7697,123.3711,-27.69,96,100,15.14,overcast clouds
680,Bambanglipuro,ID,-7.95,110.2833,81.12,78,100,3.36,overcast clouds
681,Sychevka,RU,55.8252,34.2736,26.38,92,100,13.29,overcast clouds
682,Sarangani,PH,5.4033,125.4636,81.52,80,100,22.75,overcast clouds
683,Shingu,JP,33.7333,135.9833,47.5,54,95,4.16,overcast clouds
684,Sheltozero,RU,61.3667,35.3667,19.71,95,100,6.73,overcast clouds
685,Coffs Harbour,AU,-30.3,153.1333,82.13,73,10,23.02,clear sky
686,Bubaque,GW,11.2833,-15.8333,76.69,45,4,17.58,clear sky
687,Marshfield,US,44.6689,-90.1718,16.68,73,0,6.91,clear sky
688,Bima,ID,-8.4667,118.7167,75.61,97,100,2.93,moderate rain
689,Montepuez,MZ,-13.1256,38.9997,78.04,81,56,4.41,light rain
690,Gouyave,GD,12.1646,-61.7296,75.65,65,0,14.05,clear sky
691,Male,MV,4.1748,73.5089,85.95,70,20,8.05,few clouds
692,Altamont,US,42.2068,-121.7372,33.78,74,0,3.44,clear sky
